recorder_code,clip id,annotation_file,card,site,dropoff:Point_ID,audio_file,annotation,start_time,end_time,low_f,high_f,Delta Time (s),Delta Freq (Hz),Channel,Selection,Notes,View,Avg Power Density (dB FS/Hz)
M12-2639,742,20240616_100000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0742_MSD-2357_20240616_100000.WAV,RASI_?,26.17375574,26.435112169,429.6,1329.8,,,1,5,,Spectrogram 1,
M12-2639,742,20240616_100000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0742_MSD-2357_20240616_100000.WAV,RASI_?,27.359193828,27.564545308,531.9,1391.2,,,1,6,,Spectrogram 1,
M12-2639,742,20240616_100000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0742_MSD-2357_20240616_100000.WAV,RASI_?,23.1028177,23.345505813,531.9,1473.0,,,1,4,,Spectrogram 1,
M12-2524,511,20240616_040000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0511_MSD-1453_20240616_040000.WAV,RASI_?,17.163028893,17.625571945,41.141,2216.458,0.4625,2175.318,1,1,,Spectrogram 1,-64.13
M12-2524,511,20240616_040000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0511_MSD-1453_20240616_040000.WAV,RASI_?,19.507643673,19.78676448,51.426,2375.879,0.2791,2324.453,1,2,,Spectrogram 1,-59.38
M12-2524,511,20240616_040000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0511_MSD-1453_20240616_040000.WAV,RASI_?,19.930312323,20.089809927,586.256,941.095,0.1595,354.839,1,3,,Spectrogram 1,-70.76
M12-2524,511,20240616_040000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0511_MSD-1453_20240616_040000.WAV,RASI_?,22.916335753,23.275205362,41.141,2237.029,0.3589,2195.888,1,4,,Spectrogram 1,-66.4
M12-2524,511,20240616_040000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0511_MSD-1453_20240616_040000.WAV,RASI_?,28.806606263,29.205350273,30.856,1655.916,0.3987,1625.06,1,5,,Spectrogram 1,-71.7
M12-2621,697,20240616_150000,MSD-1264,50731 Sleet,SINE0182,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0697_MSD-1264_20240616_150000.WAV,RASI_E,22.800767628,23.183561878,401.122,1115.943,0.3828,714.821,1,1,,Spectrogram 1,-74.29
M12-2564,317,20240502_110000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0317_MSD-4160_20240502_110000.WAV,RASI_?,15.77528272,16.524921459,303.413,1434.784,0.7496,1131.371,1,1,,Spectrogram 1,-63.4
M12-2564,317,20240502_110000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0317_MSD-4160_20240502_110000.WAV,RASI_?,18.546280744,19.088572598,298.27,1414.214,0.5423,1115.943,1,2,,Spectrogram 1,-59.3
M12-2564,317,20240502_110000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0317_MSD-4160_20240502_110000.WAV,RASI_?,26.087351456,26.63761819,318.841,1393.643,0.5503,1074.802,1,3,,Spectrogram 1,-62.58
M12-2564,317,20240502_110000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0317_MSD-4160_20240502_110000.WAV,RASI_?,28.503740157,29.02210737,334.269,1527.351,0.5184,1193.082,1,4,,Spectrogram 1,-64.48
M12-2260,252,20240603_070000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0252_MSD-1767_20240603_070000.WAV,RASI_?,2.297929937,3.014094605,380.552,899.954,0.7162,519.402,1,1,,Spectrogram 1,-63.06
M12-2260,252,20240603_070000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0252_MSD-1767_20240603_070000.WAV,RASI_?,4.311253636,4.83568918,313.698,884.526,0.5244,570.828,1,2,,Spectrogram 1,-56.53
M12-2260,252,20240603_070000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0252_MSD-1767_20240603_070000.WAV,RASI_?,5.244091893,6.09277522,365.124,858.813,0.8487,493.689,1,3,,Spectrogram 1,-63.69
M12-2260,252,20240603_070000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0252_MSD-1767_20240603_070000.WAV,RASI_C,7.022213226,7.360558738,282.843,894.811,0.3383,611.969,1,4,,Spectrogram 1,-48.49
M12-2260,252,20240603_070000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0252_MSD-1767_20240603_070000.WAV,RASI_?,8.789084367,9.237392171,447.406,771.389,0.4483,323.983,1,5,,Spectrogram 1,-64.04
M12-2260,252,20240603_070000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0252_MSD-1767_20240603_070000.WAV,RASI_B,11.479117752,12.18118469,406.265,797.102,0.7021,390.837,1,6,,Spectrogram 1,-63.54
M12-2260,252,20240603_070000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0252_MSD-1767_20240603_070000.WAV,RASI_?,12.640770677,13.139830308,411.408,858.813,0.4991,447.406,1,7,,Spectrogram 1,-59.6
M12-2260,252,20240603_070000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0252_MSD-1767_20240603_070000.WAV,RASI_A,14.195107754,14.646235103,390.837,889.669,0.4511,498.832,1,8,,Spectrogram 1,-54.46
M12-2620,668,20240614_220000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0668_MSD-1963_20240614_220000.WAV,RASI_?,1.483327718,1.874096848,807.387,1460.497,0.3908,653.11,1,1,,Spectrogram 1,-70.89
M12-2361,285,20240529_220000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0285_MSD-4259_20240529_220000.WAV,RASI_?,0.725714098,0.933060984,375.409,704.535,0.2073,329.126,1,1,,Spectrogram 1,-71.18
M12-2541,167,20240514_050000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0167_MSD-1198_20240514_050000.WAV,RASI_?,2.248916217,2.631710467,473.119,899.954,0.3828,426.835,1,1,,Spectrogram 1,-57.71
M12-2541,167,20240514_050000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0167_MSD-1198_20240514_050000.WAV,RASI_?,6.826497453,7.281065625,380.552,1193.082,0.4546,812.53,1,2,,Spectrogram 1,-59.38
M12-2541,167,20240514_050000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0167_MSD-1198_20240514_050000.WAV,RASI_?,20.389769958,21.003835733,303.413,1398.786,0.6141,1095.373,1,3,,Spectrogram 1,-59.42
M12-2541,167,20240514_050000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0167_MSD-1198_20240514_050000.WAV,,22.550962493,22.997555784,375.409,1676.486,0.4466,1301.076,1,4,,Spectrogram 1,-58.74
M12-2468,394,20240624_000000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0394_MSD-0225_20240624_000000.WAV,RASI_?,3.995414981,4.306435309,514.259,905.097,0.311,390.837,1,1,,Spectrogram 1,-69.12
M12-2468,394,20240624_000000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0394_MSD-0225_20240624_000000.WAV,RASI_A,8.852117025,9.210986634,426.835,946.237,0.3589,519.402,1,2,,Spectrogram 1,-65.26
M12-2260,235,20240603_120000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0235_MSD-1767_20240603_120000.WAV,RASI_?,11.456001267,11.990318241,421.693,879.384,0.5343,457.691,1,1,,Spectrogram 1,-64.83
M12-2260,235,20240603_120000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0235_MSD-1767_20240603_120000.WAV,RASI_?,14.390757182,14.70975239,452.548,786.817,0.319,334.269,1,2,,Spectrogram 1,-57.77
M12-2260,235,20240603_120000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0235_MSD-1767_20240603_120000.WAV,RASI_?,17.841171851,18.359539064,383.602,1493.491,0.5184,1109.889,1,3,,Spectrogram 1,-63.47
M12-2361,305,20240529_060000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0305_MSD-4259_20240529_060000.WAV,RASI_E,0.765588499,2.272840858,395.98,776.532,1.5073,380.552,1,1,,Spectrogram 1,-65.01
M12-2361,305,20240529_060000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0305_MSD-4259_20240529_060000.WAV,RASI_E,4.497832434,5.702039345,385.695,725.106,1.2042,339.411,1,2,,Spectrogram 1,-65.57
M12-2361,305,20240529_060000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0305_MSD-4259_20240529_060000.WAV,RASI_E,8.118428046,9.203011754,380.552,791.96,1.0846,411.408,1,3,,Spectrogram 1,-64.73
M12-2361,305,20240529_060000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0305_MSD-4259_20240529_060000.WAV,RASI_E,12.860970888,14.320373965,365.124,853.671,1.4594,488.547,1,4,,Spectrogram 1,-68.92
M12-2361,305,20240529_060000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0305_MSD-4259_20240529_060000.WAV,RASI_E,17.211990738,18.304549326,380.552,730.248,1.0926,349.696,1,5,,Spectrogram 1,-65.59
M12-2361,305,20240529_060000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0305_MSD-4259_20240529_060000.WAV,RASI_E,27.712038384,29.171441461,401.122,833.1,1.4594,431.978,1,6,,Spectrogram 1,-71.0
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_A,1.275980832,1.730549004,329.126,730.248,0.4546,401.122,1,1,,Spectrogram 1,-58.72
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_?,2.886906633,3.181977201,385.695,642.824,0.2951,257.13,1,2,,Spectrogram 1,-63.86
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_?,4.681254679,5.079998689,426.835,1018.234,0.3987,591.398,1,3,,Spectrogram 1,-69.98
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_E,5.813687668,6.603200808,313.698,1018.234,0.7895,704.535,1,4,,Spectrogram 1,-66.49
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_A,7.982855083,8.301850291,344.554,755.961,0.319,411.408,1,5,,Spectrogram 1,-56.67
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_A,13.860235383,14.904944689,421.693,647.967,1.0447,226.274,1,6,,Spectrogram 1,-54.89
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_A,17.544630036,18.023122849,380.552,1115.943,0.4785,735.391,1,7,,Spectrogram 1,-59.59
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_E,19.200418519,19.726760613,467.976,843.386,0.5263,375.409,1,8,,Spectrogram 1,-69.47
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_?,22.254797637,22.637591887,390.837,1100.515,0.3828,709.678,1,9,,Spectrogram 1,-60.9
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_E,24.479789213,25.197528432,431.978,1182.797,0.7177,750.819,1,10,,Spectrogram 1,-64.39
M12-2484,381,20240610_080000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0381_MSD-4197_20240610_080000.WAV,RASI_?,28.04642707,29.58557895,303.413,1100.515,1.5392,797.102,1,11,,Spectrogram 1,-61.82
M12-2318,462,20240620_180000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0462_MSD-2334_20240620_180000.WAV,RASI_?,4.761003481,5.10392333,231.417,627.397,0.3429,395.98,1,1,,Spectrogram 1,-72.29
M12-2318,462,20240620_180000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0462_MSD-2334_20240620_180000.WAV,RASI_?,5.733938866,6.164582396,514.259,930.81,0.4306,416.55,1,2,,Spectrogram 1,-75.26
M12-2318,462,20240620_180000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0462_MSD-2334_20240620_180000.WAV,RASI_?,6.523452006,6.858396974,488.547,987.378,0.3349,498.832,1,3,,Spectrogram 1,-75.56
M12-2318,462,20240620_180000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0462_MSD-2334_20240620_180000.WAV,RASI_A,8.572996218,8.891991426,251.987,1203.367,0.319,951.38,1,4,,Spectrogram 1,-66.08
M12-2318,462,20240620_180000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0462_MSD-2334_20240620_180000.WAV,RASI_?,23.182548113,23.900287331,303.413,843.386,0.7177,539.972,1,5,,Spectrogram 1,-74.48
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,1.315855233,1.762448525,359.982,1954.186,0.4466,1594.204,1,1,,Spectrogram 1,-60.25
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,3.53287193,3.92364106,349.696,1532.493,0.3908,1182.797,1,2,,Spectrogram 1,-60.26
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_E,3.078303758,3.397298966,349.696,1028.519,0.319,678.823,1,3,,Spectrogram 1,-71.32
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,6.196481917,6.659024969,375.409,1450.212,0.4625,1074.802,1,4,,Spectrogram 1,-67.01
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,9.877630069,10.252449438,534.83,1367.93,0.3748,833.1,1,5,,Spectrogram 1,-69.33
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,13.451488944,13.834283194,565.685,1342.217,0.3828,776.532,1,6,,Spectrogram 1,-72.99
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,15.443657167,15.93012486,365.124,1707.341,0.4865,1342.217,1,7,,Spectrogram 1,-62.83
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,18.579732036,19.026325327,503.974,1882.19,0.4466,1378.215,1,8,,Spectrogram 1,-70.59
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,20.715268761,21.201736453,308.556,1563.349,0.4865,1254.793,1,9,,Spectrogram 1,-60.54
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_E,22.636954968,23.11544778,380.552,1059.375,0.4785,678.823,1,10,,Spectrogram 1,-68.0
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,24.758273101,25.220816153,308.556,1522.208,0.4625,1213.652,1,11,,Spectrogram 1,-63.29
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,26.278012862,26.732581034,452.548,1110.8,0.4546,658.252,1,12,,Spectrogram 1,-71.25
M12-2639,723,20240616_170000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0723_MSD-2357_20240616_170000.WAV,RASI_?,27.7533657,28.16805947,385.695,1424.499,0.4147,1038.804,1,13,,Spectrogram 1,-65.04
M12-2361,296,20240529_200000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0296_MSD-4259_20240529_200000.WAV,RASI_E,2.057519092,4.72910396,365.124,766.247,2.6716,401.122,1,1,,Spectrogram 1,-62.62
M12-2468,406,20240624_050000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0406_MSD-0225_20240624_050000.WAV,RASI_A,11.514588601,11.921307491,550.258,1110.8,0.4067,560.543,1,1,,Spectrogram 1,-67.77
M12-2468,406,20240624_050000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0406_MSD-0225_20240624_050000.WAV,RASI_A,18.73016049,19.160804021,524.545,1157.084,0.4306,632.539,1,2,,Spectrogram 1,-70.83
M12-2318,460,20240620_050000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0460_MSD-2334_20240620_050000.WAV,RASI_A,10.033907018,10.51239983,452.548,884.526,0.4785,431.978,1,1,,Spectrogram 1,-74.56
M12-2318,460,20240620_050000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0460_MSD-2334_20240620_050000.WAV,RASI_A,14.778960738,15.137830347,195.419,1131.371,0.3589,935.952,1,2,,Spectrogram 1,-47.45
M12-2318,460,20240620_050000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0460_MSD-2334_20240620_050000.WAV,RASI_?,25.644418083,26.274433619,221.132,838.243,0.63,617.111,1,3,,Spectrogram 1,-74.21
M12-2620,671,20240614_000000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0671_MSD-1963_20240614_000000.WAV,RASI_A,9.810332231,10.193126481,653.11,1347.36,0.3828,694.25,1,1,,Spectrogram 1,-73.17
M12-2620,671,20240614_000000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0671_MSD-1963_20240614_000000.WAV,RASI_A,22.437125537,23.075115953,642.824,1326.789,0.638,683.965,1,2,,Spectrogram 1,-74.27
M12-2361,302,20240529_080000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0302_MSD-4259_20240529_080000.WAV,RASI_E,13.014242981,14.52947022,380.552,704.535,1.5152,323.983,1,1,,Spectrogram 1,-68.47
M12-2361,302,20240529_080000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0302_MSD-4259_20240529_080000.WAV,RASI_E,17.381849416,18.984800337,365.124,766.247,1.603,401.122,1,2,,Spectrogram 1,-63.97
M12-2361,302,20240529_080000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0302_MSD-4259_20240529_080000.WAV,RASI_E,22.679852463,24.203054581,334.269,905.097,1.5232,570.828,1,3,,Spectrogram 1,-61.14
M12-2524,514,20240616_070000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0514_MSD-1453_20240616_070000.WAV,RASI_A,16.899579705,17.194650273,267.415,786.817,0.2951,519.402,1,1,,Spectrogram 1,-65.15
M12-2524,514,20240616_070000,MSD-1453,Kern 21111,SINE0108,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0514_MSD-1453_20240616_070000.WAV,RASI_A,18.917224397,19.220269844,257.13,786.817,0.303,529.687,1,2,,Spectrogram 1,-65.78
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,0.103673443,0.518367213,215.989,1018.234,0.4147,802.245,1,1,,Spectrogram 1,-61.21
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,1.156357629,1.467377957,215.989,1043.947,0.311,827.958,1,2,,Spectrogram 1,-57.47
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,2.783233191,3.094253519,308.556,1018.234,0.311,709.678,1,3,,Spectrogram 1,-55.71
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,4.848727163,5.199621892,287.985,1018.234,0.3509,730.248,1,4,,Spectrogram 1,-52.89
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,5.885461589,6.31610512,246.845,941.095,0.4306,694.25,1,5,,Spectrogram 1,-55.24
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,6.866371854,7.257140984,179.991,1079.945,0.3908,899.954,1,6,,Spectrogram 1,-60.47
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,7.88715652,8.26197589,164.563,1141.656,0.3748,977.093,1,7,,Spectrogram 1,-55.14
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,10.599029186,10.941949035,262.272,1064.517,0.3429,802.245,1,8,,Spectrogram 1,-59.72
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,11.651713373,12.090331784,195.419,1049.089,0.4386,853.671,1,9,,Spectrogram 1,-58.41
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_B,12.672498039,13.246689413,257.13,1105.658,0.5742,848.528,1,10,,Spectrogram 1,-57.93
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,14.004303033,14.442921444,164.563,1085.087,0.4386,920.524,1,11,,Spectrogram 1,-60.15
M12-2636,599,20240607_040000,MSD-1762,Matlock 50837,SINE0031,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0599_MSD-1762_20240607_040000.WAV,RASI_?,18.165675147,18.644167959,215.989,1085.087,0.4785,869.099,1,12,,Spectrogram 1,-51.6
